386,BATTLEAXE II/JEROME ,"('Jerome Hamilton (Scientist) (Earth-616)', 86)"
387,BATTLEAXE/,"('Battleaxe (Earth-616)', 90)"
388,BATTLESTAR/LEMAR HOS,"('Battlescar (Earth-616)', 68)"
389,BATWING/,"('Deathwings', 71)"
390,BAV-TEK,"('Bav-Tek (Earth-616)', 90)"
391,BAXTER,"('Robert Baxter (Earth-616)', 90)"
392,"BAXTER, ABIGAIL","('Abigail Brand (Earth-616)', 86)"
393,"BAXTER, NOAH","('Robert Baxter (Earth-616)', 86)"
394,"BAYLOR, FRANK","('Frank Castle (Earth-616)', 86)"
395,BAYMAX,"('Baymax (Earth-616)', 90)"
396,"BAZIN, ALLEGRA","('Valentina Allegra de Fontaine (Earth-616)', 86)"
397,"BAZIN, ANDREW","('Andrew Chord (Earth-616)', 86)"
398,"BAZIN, BRODERICK RIC","('Broderick Bazin (Earth-616)', 84)"
399,"BAZIN, PHILLIPPE","('Allegra Bazin (Earth-616)', 86)"
400,"BEACH, GINGER","('Ginger Jaye (Earth-616)', 86)"
401,"BEACH, SPIDER","('Spider-Man (Peter Parker)', 86)"
402,"BEALE, ERIC","('Eric Masterson (Earth-616)', 86)"
403,BEAR/,"('Jay Little Bear (Earth-616)', 90)"
404,BEAST 2013,"('Man-Beast (Earth-616)', 86)"
405,BEAST DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)"
406,BEAST DOPPELGANGER I,"('Peter Parker (Doppelganger) (Earth-616)', 86)"
407,BEAST/HENRY &HANK& P,"('Bi-Beast (Duplicate) (Earth-616)', 86)"
408,"BEAUMONT, SPENCER","('Lorenzo Spencer (Earth-616)', 86)"
409,BEAUTIFUL DREAMER,"('Beautiful Dreamer (Morlock) (Earth-616)', 90)"
410,BEAUTIFUL DREAMER II,"('Beautiful Dreamer (Morlock) (Earth-616)', 86)"
411,BEAUTY,"('Beauty (Earth-616)', 90)"
412,"BECKFORD, NOEL","('Noel Beckford (Earth-616)', 86)"
413,"BECKLEY, BENNY","('Stephen Beckley (Earth-616)', 86)"
414,"BECKMAN, CHARLES","('Charles Xavier (Earth-616)', 86)"
415,"BECKMAN, JOSEPH","('Joseph Robertson (Earth-616)', 86)"
416,"BECKMAN, LISA","('Lisa Castle (Earth-616)', 86)"
417,"BECKMAN, SARAH","('Marrow (Sarah) (Earth-616)', 86)"
418,"BEDFORD, BRAD HULK","('Hulk (Arcade Robot) (Earth-616)', 86)"
419,BEDLAM II/OLISA KABA,"('Seeker II (Inhuman) (Earth-616)', 86)"
420,BEDLAM/JESSE AARONSO,"('Jesse Aaronson (Earth-616)', 69)"
421,BEEF/,"('Beefcake (LMD) (Earth-616)', 90)"
422,BEEFER,"('Gordon Keefer (Earth-616)', 75)"
423,"BEERE, JASON","('Jason Wyngarde (Earth-616)', 86)"
424,BEETLE II/LEILA DAVI,"('Seeker II (Inhuman) (Earth-616)', 86)"
425,BEETLE ROBOT,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)"
426,BEETLE/ABNER RONALD ,"('Ronald Wolverstone-Clodd (Earth-616)', 86)"
427,BEHEMOTH,"('Behemoth (Atlantean Beast) (Earth-616)', 90)"
428,"BEL-DANN, GEN.","('Bel Cummings (Earth-616)', 86)"
429,BELASCO,"('Belasco (Earth-616)', 90)"
430,BELDAME,"('Beldame (Earth-616)', 90)"
431,"BELGRADE, DR. HORATI","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
432,BELIAL,"('Gregory Belial (Earth-616)', 90)"
433,"BELL, HERBERT","('Herbert Wyndham (Earth-616)', 86)"
434,BELLADONNA,"('Belladonna (Microverse) (Earth-616)', 90)"
435,BELLAM,"('Bellam (Earth-616)', 90)"
436,BELLE,"('Belle Taylor (Earth-616)', 90)"
437,BENAZA,"('Benazu (Earth-616)', 75)"
438,BENCHLEY,"('Morris Bench (Earth-616)', 68)"
439,"BENDIX, DR. ALBERT","('Albert Bendix (Earth-616)', 86)"
440,BENEDICT,"('Benedict (Inner Guard) (Earth-616)', 90)"
441,"BENEDICT, ANDREW","('Andrew Forson (Earth-616)', 86)"
442,BENGAL/,"('Cammille Benally (Earth-616)', 75)"
443,"BENJAMIN, BYRON","('Benjamin Grimm (Earth-616)', 86)"
444,"BENNETT, DANNY","('Bennett Brant (Earth-616)', 86)"
445,"BENNETT, MITCH","('Bennett Brant (Earth-616)', 86)"
446,"BENNING, VERONICA","('Veronica Dultry (Earth-616)', 86)"
447,"BENNY, JAKE","('Jake Olson (Duplicate) (Earth-616)', 86)"
448,"BENTLEY, MILES","('Miles Warren (Earth-616)', 86)"
449,"BENTLEY, VICTORIA","('Bentley Wittman (Clone) (Earth-616)', 86)"
450,"BENTON, TERRY","('Terry Vance (Earth-616)', 86)"
451,"BENWAY, DR.","('Dr. Yao (Earth-616)', 86)"
452,"BERDITCHEV, ITZHAK","('Bulwark (Berditchev Agent) (Earth-616)', 86)"
453,BEREET,"('Bereet (Earth-616)', 90)"
454,"BERENGHETTI, MICHAEL","('Michael Twoyoungmen (Earth-616)', 86)"
455,"BERENGHETTI, SUSAN","('Susan Storm (Heroes Reborn) (Earth-616)', 86)"
456,"BERGER, PROF.","('Rebecca Bergier (Earth-616)', 68)"
457,"BERGIER, REBECCA","('Rebecca Blake (Earth-616)', 86)"
458,"BERGLUND, GEN.","('Nergal', 60)"
459,"BERKELEY, TRAVIS","('Lorelei Travis (Earth-616)', 86)"
460,"BERMAN, ADAM","('Adam Warlock (Earth-616)', 86)"
461,BERNARD THE POET,"('Bernard the Poet (Earth-616)', 90)"
462,"BERNHARD, CLARICE","('Clarice Ferguson (Earth-616)', 86)"
463,BERNIE,"('Bernie Dillon (Earth-616)', 90)"
464,"BERNSTEIN, DR. NOAH","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
465,"BERNSTEIN, EMMA WEBS","('Emma Frost (Skrull) (Earth-616)', 86)"
466,BERSERKER,"('Berserker (Android) (Earth-616)', 90)"
467,BERSERKER III,"('Warren Worthington III (Earth-616)', 86)"
468,BERTRAM,"('Bertram Hindel (Earth-616)', 90)"
469,BERYL,"('Beryllium (Element) (Earth-616)', 90)"
470,BERYLLIUM,"('Beryllium (Element) (Earth-616)', 90)"
471,BETA RAY BILL,"('Beta Ray Bill (Earth-616)', 90)"
472,BETA RAY BILL | MUTA,"('Bill (A.I.M. Agent) (Earth-616)', 86)"
473,"BETELHEIM, NORMA","('Norma Astrovik (Earth-616)', 86)"
474,BETTY-6,"('Betty Dean (Earth-616)', 86)"
475,BEVATRON/,"('Recording Observation Bot (Earth-616)', 68)"
476,"BEYNON, DR. BRADLEY","('Christopher Bradley (Earth-616)', 86)"
477,BEYONDER,"('Beyonder (Earth-616)', 90)"
478,BEYONDER | MUTANT X-,"('Headhunter (Mutant) (Earth-616)', 86)"
479,BI-BEAST,"('Bi-Beast (Duplicate) (Earth-616)', 90)"
480,BI-BEAST II,"('Man-Beast (Earth-616)', 86)"
481,BIANDU,"('Brian Dunlap (Earth-616)', 75)"
482,BIG BEN/,"('Ben Urich (Earth-616)', 86)"
483,BIG BERTHA/ASHLEY CR,"('Dr. Lang (The Big Boss) (Earth-616)', 86)"
484,BIG CASINO/,"('Big Casino (Earth-616)', 90)"
485,BIG MAN/FREDERICK FO,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
486,BIG ONE/KENJIRO SASA,"('Nameless One (Undying Ones Leader) (Earth-616)', 86)"
487,"BIGGERS, MELVIN","('Melvin Potter (Earth-616)', 86)"
488,BILE/,"('Jubilee (Darla) (Earth-616)', 90)"
489,"BILLUPS, AGENT","('Agent X (Nijo) (Earth-616)', 86)"
490,BINARY | MUTANT X-VE,"('Headhunter (Mutant) (Earth-616)', 86)"
491,BINARY/CAROL DANVERS,"('Joseph Danvers, Sr. (Earth-616)', 86)"
492,BIOHAZARD,"('Keniuchio Harada (Earth-616)', 60)"
493,BIOHAZARD II/FLETCHE,"('Seeker II (Inhuman) (Earth-616)', 86)"
494,BIRD MAN III/,"('Spider-Man (Peter Parker)', 86)"
495,BIRD MAN/HENRY HAWK,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
496,"BIRD, TUESDAY","('Bird-Brain (Earth-616)', 86)"
497,BIRDBRAIN,"('Bird-Brain (Earth-616)', 80)"
498,BIRDY,"('Birdy (Earth-616)', 90)"
499,BISHOP /,"('Katherine Bishop (Earth-616)', 90)"
0,BITMAP/,"('Bitmap (Earth-616)', 90)"
1,BIZEN,"('William Bitzer (Earth-616)', 72)"
2,BLACK AVENGER/JERRY ,"('Black Knight (Young Masters) (Earth-616)', 86)"
3,BLACK BOLT | MUTANT ,"('Headhunter (Mutant) (Earth-616)', 86)"
4,BLACK BOLT/BLACKANTO,"('Black Knight (Young Masters) (Earth-616)', 86)"
5,BLACK BRIGADE,"('Black Brigade (Earth-616)', 90)"
6,BLACK CAT/FELICIA HA,"('Black Knight (Young Masters) (Earth-616)', 86)"
7,BLACK CRANE/,"('Noah Black (Earth-616)', 86)"
8,BLACK CROW/JESSE BLA,"('Black Knight (Young Masters) (Earth-616)', 86)"
9,BLACK DEATH/DR. IVAN,"('Black Knight (Young Masters) (Earth-616)', 86)"
10,BLACK FOX II/,"('Noah Black (Earth-616)', 86)"
11,BLACK FOX/ROBERT W. ,"('William Robert Reilly (Earth-616)', 86)"
12,BLACK GOLIATH/DR. WI,"('Black Knight (Young Masters) (Earth-616)', 86)"
13,BLACK HOLE/MORTON KI,"('Black Knight (Young Masters) (Earth-616)', 86)"
14,BLACK KING/SEBASTIAN,"('Black Knight (Young Masters) (Earth-616)', 86)"
15,BLACK KNIGHT II/SIR ,"('Sir Percy of Scandia (Earth-616)', 86)"
16,BLACK KNIGHT III/EOB,"('Warren Worthington III (Earth-616)', 86)"
17,BLACK KNIGHT IV DOPP,"('Black Knight (Young Masters) (Earth-616)', 86)"
18,BLACK KNIGHT IV/PROF,"('Black Knight (Young Masters) (Earth-616)', 86)"
19,BLACK KNIGHT V DOPPE,"('Black Knight (Young Masters) (Earth-616)', 86)"
20,BLACK KNIGHT V STATU,"('Black Knight (Young Masters) (Earth-616)', 86)"
21,BLACK KNIGHT V/DANE ,"('Black Knight (Young Masters) (Earth-616)', 86)"
22,BLACK KNIGHT VI/PROF,"('Black Knight (Young Masters) (Earth-616)', 86)"
23,BLACK KNIGHT/SIR PER,"('Sir Percy of Scandia (Earth-616)', 86)"
24,BLACK LAMA,"('Noah Black (Earth-616)', 86)"
25,BLACK MAMBA/TANYA SE,"('Black Knight (Young Masters) (Earth-616)', 86)"
26,BLACK MARIAH,"('Black Mariah (Earth-616)', 90)"
27,BLACK MARVEL/DAN LYO,"('Black Knight (Young Masters) (Earth-616)', 86)"
28,BLACK MORAY,"('Noah Black (Earth-616)', 86)"
29,BLACK MOUNTAIN/KUROY,"('Mogul of the Mystic Mountain (Earth-616)', 86)"
30,BLACK PANTHER | MUTA,"('Black Knight (Young Masters) (Earth-616)', 86)"
31,BLACK PANTHER/T'CHAL,"('Black Knight (Young Masters) (Earth-616)', 86)"
32,BLACK RAAZER/,"('Black Raazer (Earth-616)', 90)"
33,BLACK RACER/,"('Noah Black (Earth-616)', 86)"
34,BLACK RAZER,"('Noah Black (Earth-616)', 86)"
35,BLACK SPECTRE/CARSON,"('Black Knight (Young Masters) (Earth-616)', 86)"
36,BLACK TALON II/SAMUE,"('Black Knight (Young Masters) (Earth-616)', 86)"
37,BLACK TALON III,"('Warren Worthington III (Earth-616)', 86)"
38,BLACK TALON/DESMOND ,"('Black Knight (Young Masters) (Earth-616)', 86)"
39,BLACK TARANTULA II/C,"('Black Knight (Young Masters) (Earth-616)', 86)"
40,BLACK TARANTULA/LAMU,"('Black Knight (Young Masters) (Earth-616)', 86)"
41,BLACK TOM CASSIDY,"('Theresa Cassidy (Earth-616)', 86)"
42,BLACK WIDOW DOPPELGA,"('Black Knight (Young Masters) (Earth-616)', 86)"
43,BLACK WIDOW II/YELEN,"('Black Knight (Young Masters) (Earth-616)', 86)"
44,BLACK WIDOW | MUTANT,"('Headhunter (Mutant) (Earth-616)', 86)"
45,BLACK WIDOW/NATASHA ,"('Black Knight (Young Masters) (Earth-616)', 86)"
46,"BLACK, CAL","('Noah Black (Earth-616)', 86)"
47,"BLACK, CYRUS","('Noah Black (Earth-616)', 86)"
48,"BLACK, RACHEL","('Rachel Leighton (Earth-616)', 86)"
49,BLACKBALL,"('Blackball (Earth-616)', 90)"
50,BLACKBIRD/,"('Blackbyrd (Earth-616)', 80)"
51,BLACKBODY,"('Arthur Blackwood (Earth-616)', 70)"
52,BLACKHEART,"('Blackheart (Earth-616)', 90)"
53,BLACKJACK/,"('Blackjack (First Line) (Earth-616)', 90)"
54,BLACKOUT II/,"('Blackout (Lilin) (Earth-616)', 86)"
55,BLACKOUT/MARCUS DANI,"('Marcus Arlington III (Earth-616)', 86)"
56,"BLACKSHEAR, JONAS","('Jonas Graymalkin (Earth-616)', 86)"
57,BLACKWELL,"('Taylor Blackwell (Earth-616)', 90)"
58,BLACKWING II/,"('Shingen Harada II (Earth-616)', 86)"
59,BLACKWING/JOSEPH MAN,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
60,"BLACKWOOD, JENNY","('Arthur Blackwood (Earth-616)', 86)"
61,BLACKWULF,"('Blackwulf (Lucian) (Earth-616)', 90)"
62,BLADE,"('Broken Blade (Earth-616)', 90)"
63,"BLAIR, CALEY","('George Blair (Earth-616)', 86)"
64,"BLAIRE, CARTER","('Alison Blaire (Earth-616)', 86)"
65,"BLAKE, BECKY","('Donald Blake (Earth-616)', 86)"
66,"BLAKE, DR. DONALD","('Donald Callahan (Earth-616)', 86)"
67,"BLAKE, DR. DONALD (C","('Donald Blake (Mystic Spell) (Earth-616)', 86)"
68,"BLAKE, EMILY","('Donald Blake (Earth-616)', 86)"
69,"BLAKE, KENT","('Donald Blake (Earth-616)', 86)"
70,"BLANDING, ANDREW","('Andrew Forson (Earth-616)', 86)"
71,"BLANDING, HALEY","('Andrew Blanding (Earth-616)', 86)"
72,"BLANDING, MRS.","('Mrs. Jenks (Earth-616)', 86)"
73,BLAQUESMITH,"('Samuel Smithers (Earth-616)', 66)"
74,BLASTAAR,"('Blastaar (Earth-616)', 90)"
75,BLASTING CAP/,"('Blasting Cap (Earth-616)', 90)"
76,"BLAZE, CRAIG","('Johnathon Blaze (Earth-616)', 86)"
77,"BLAZE, EMMA","('Emma Frost (Earth-616)', 86)"
78,"BLAZE, ROXANNE SIMPS","('Roxanne Simpson (Earth-616)', 65)"
79,BLAZING SKULL/MARK T,"('T (Earth-616)', 86)"
80,"BLESSING, MORGANA","('Morgana Blessing (Earth-616)', 86)"
81,BLIND AL/ALTHEA,"('Blind Al (Althea) (Earth-616)', 86)"
82,BLINDSIDE II/BOBBI C,"('Time-Buoy Number 6-C (Earth-616)', 86)"
83,"BLINK/FERGUSON, CLAR","('Ferguson Blaine (Earth-616)', 69)"
84,BLISS,"('Bliss (Morlock) (Earth-616)', 90)"
85,"BLISS, BONNIE","('Bliss (Morlock) (Earth-616)', 86)"
86,"BLISS, MISS","('Miss Locke (Earth-616)', 86)"
87,BLITZIANA,"('Blitziana (Earth-616)', 90)"
88,BLITZKRIEG/,"('Blitzkrieg (Nazi) (Earth-616)', 90)"
89,BLIZZARD II/DONALD G,"('Donald Blake (Mystic Spell) (Earth-616)', 86)"
90,BLIZZARD/PROF. GREGO,"('Guardian (Lizard People) (Earth-616)', 54)"
91,BLOB/FRED J. DUKES,"('Thomas J. Roberts (Earth-616)', 86)"
92,BLOCKADE/DEXTER PARI,"(""Blockade (Stranger's Robot) (Earth-616)"", 86)"
93,BLOCKBUSTER II,"('Shingen Harada II (Earth-616)', 86)"
94,BLOCKBUSTER III/MICH,"('Warren Worthington III (Earth-616)', 86)"
95,BLOCKBUSTER/,"('Blocks (Earth-616)', 66)"
96,BLOK,"('Blok (Mister X) (Earth-616)', 90)"
97,BLOKE/MICKEY TORK,"('Mickey Fondozzi (Earth-616)', 86)"
98,BLOOD BROTHERS,"('Blood Brothers (Earth-616)', 90)"
99,BLOOD SPIDER/,"('Spider-Man (Peter Parker)', 86)"
100,BLOOD WRAITH/SEAN DO,"('Michael Baran (Dire Wraith) (Earth-616)', 86)"
101,BLOOD-TIDE,"('Blood Brothers (Earth-616)', 86)"
102,BLOODAXE/JACKIE LUKU,"('Jackie Lukus (Earth-616)', 59)"
103,BLOODHOUND/,"('Ulysses Bloodstone (Earth-616)', 63)"
104,BLOODLUST,"('Ulysses Bloodstone (Earth-616)', 70)"
105,BLOODSCREAM,"('Bloodscream (Earth-616)', 90)"
106,BLOODSHED/WYNDELL DI,"('Lysander (Bloodseed)', 65)"
107,BLOODSTONE/ULYSSES B,"('Ulysses Bloodstone (Earth-616)', 90)"
108,BLOODSTORM | MUTANT ,"('Headhunter (Mutant) (Earth-616)', 86)"
109,BLOODSTRIKE/ERIC CON,"('Eric Slaughter (Crime Boss) (Earth-616)', 86)"
110,"BLOODVESSEL, BUSTA","('Bloody Bess (Earth-616)', 55)"
111,BLOODWING [SHI'AR],"(""Fang (Shi'ar Prisoner) (Earth-616)"", 86)"
112,BLOODWRAITH/SEAN DOL,"('Sea Dogs', 68)"
113,BLOODY BESS,"('Bloody Bess (Earth-616)', 90)"
114,BLOODY MARY,"('Bloody Mary (Earth-616)', 90)"
115,"BLOTT, BRIGADIER INK","('Black Brigade (Earth-616)', 55)"
116,BLOWTORCH/,"('Blowtorch (Earth-616)', 90)"
117,BLUDGEON/,"('Bludgeon (Ransome Sole) (Earth-616)', 90)"
118,BLUE BULLET/PROF. JO,"('Thelius (Blue Marvel) (Earth-616)', 86)"
119,BLUE DIAMOND/PROFESS,"('Thelius (Blue Marvel) (Earth-616)', 86)"
120,BLUE SHIELD/JOSEPH J,"('Hammerhead (Joseph) (Earth-616)', 86)"
121,BLUE STREAK/,"('Thelius (Blue Marvel) (Earth-616)', 86)"
122,BLUNT,"('Danielle Blunt (Earth-616)', 90)"
123,BLUR,"('Blurry (Earth-616)', 90)"
124,BLURRY,"('Blurry (Earth-616)', 90)"
125,BOAK,"('William Baker (Earth-616)', 68)"
126,BOBCAT/,"('Bobcat (Earth-616)', 90)"
127,BODYBAG,"('Voyager (Body Magician) (Earth-616)', 64)"
128,"BOERKE, MAYOR","('Mayor Byrne (Earth-616)', 86)"
129,BOGATYR/MIKULA GOLUB,"('Mikula Golubev (Earth-616)', 65)"
130,"BOGGS, MORDECAI P.","('Mordecai Boggs (Earth-616)', 88)"
131,BOLERO/,"('Rabble Rouser (Weinberg) (Earth-616)', 75)"
132,BOLT II/CHRIS BRADLE,"('Seeker II (Inhuman) (Earth-616)', 86)"
133,"BOLT, COUNCILMAN AND","('Claudette and Nicole St. Croix (Earth-616)', 86)"
134,BOLT/LAWRENCE EVANS,"('William Evans, Jr. (Earth-616)', 86)"
135,BOMBADIER/,"('Bombadier (Elvis) (Earth-616)', 90)"
136,BOMBLAST/,"('Tony Masters (Earth-616)', 56)"
137,BOMBSHELL/,"('Thomas Halloway (Earth-616)', 60)"
138,BOND,"('David Bond (Earth-616)', 90)"
139,BONEBREAKER/,"('Bonebreaker (Earth-616)', 90)"
140,BONES/ELIZABETH BLIS,"('Elizabeth Twoyoungmen (Earth-616)', 86)"
141,BONITA,"('Bonita Juarez (Earth-616)', 90)"
142,BOOBYTRAP/,"('Boobytrap (Earth-616)', 90)"
143,BOOKWORM/NELSON GRUB,"('William Grant Nelson (Earth-616)', 86)"
144,BOOMER/TABITHA SMITH,"('Denis Nayland Smith (Earth-616)', 86)"
145,BOOMERANG/FRED MYERS,"('Fred Cooper (Earth-616)', 56)"
146,BOOMSLANG/,"('Doomsman II (Earth-616)', 60)"
147,BOONE,"('Boone (Earth-616)', 90)"
148,BORA,"('Deborah Harris (Earth-616)', 90)"
149,BORAKU,"('Ebora (Earth-616)', 68)"
150,BORROB,"('Cybortrons (Earth-616)', 75)"
151,"BORROUGHS, CHARLES C","('Charles Xavier (Legion Personality) (Earth-616)', 86)"
152,"BOSCO, ELAINE","('Elaine Grey (Earth-616)', 86)"
153,BOSHLOVOR,"('Voroshilov (Earth-616)', 64)"
154,"BOUDREAUX, BELLA DON","('Bella Donna Boudreaux (Earth-616)', 86)"
155,"BOUDREAUX, MARIUS","('Bella Donna Boudreaux (Earth-616)', 86)"
156,BOULDER/,"('Boulder (Outcasts) (Earth-616)', 90)"
157,BOUNCER,"('Bouncer (Morlock) (Earth-616)', 90)"
158,BOUNTY,"('Bounty (Humanoid) (Earth-616)', 90)"
159,BOUNTY II,"('Shingen Harada II (Earth-616)', 86)"
160,BOVA,"('Bova Ayrshire (Earth-616)', 90)"
161,"BOWDEN, DENNIS","('Dennis Burton (Earth-616)', 86)"
162,"BOWEN, FATHER MICHAE","('Father Time (Elders of the Universe) (Earth-616)', 86)"
163,"BOWMAN, MAJ.","('Bowman (Earth-616)', 86)"
164,BOX II/JERRY JAXXON,"('Seeker II (Inhuman) (Earth-616)', 86)"
165,BOX IV/MADISON JEFFR,"('Richard Earle Amtower IV (Earth-616)', 86)"
166,BOX/ROGER BOCHS,"('Roger Aubrey (Earth-616)', 86)"
167,"BOYD, TWO-FISTED TOM","('Tom\\u00e1s Ram\\u00edrez (Earth-616)', 86)"
168,"BRADDOCK, ELIZABETH","('Elizabeth Braddock (Earth-616)', 86)"
169,"BRADDOCK, JAMES","('Wolverine (James \\""Logan\\"" Howlett)', 86)"
170,"BRADDOCK, JAMES JR. ","('Wolverine (James \\""Logan\\"" Howlett)', 86)"
171,"BRADDOCK, JOHN","('John Jonah Jameson (Earth-616)', 86)"
172,"BRADLEY, CARRIE","('James Bradley (Earth-616)', 86)"
173,"BRADLEY, HANK","('James Bradley (Earth-616)', 86)"
174,"BRADLEY, JESSICA","('Jessica Jones (Earth-616)', 86)"
175,BRAHAMS,"('Abraham Erskine (Earth-616)', 77)"
176,BRAHMANES,"('Brahma (Earth-616)', 70)"
177,BRAIN CELL/,"('Brain Cell (Kevin) (Earth-616)', 90)"
178,BRAIN DRAIN/WERNER S,"('Werner Schmidt (Brain Drain) (Earth-616)', 86)"
179,BRAINCHILD,"('Brainchild (Earth-616)', 90)"
180,BRAINSTORM/,"('Brainstorm (Jimmy) (Earth-616)', 90)"
181,BRAINY,"('Brainy (Earth-616)', 90)"
182,"BRAITHWAITE, JUDGE R","('Yeti (Weapon P.R.I.M.E.) (Earth-616)', 86)"
183,BRAMER,"('Bramer (Earth-616)', 90)"
184,"BRANDEIS, CAMMY","('Omar and his Dummy (Earth-616)', 60)"
185,"BRANDEIS, LIZ PARRIS","('Sand Devil', 54)"
186,"BRANDEIS, PROF. HENR","('Brander (Earth-616)', 58)"
187,"BRANDT, ELLEN","('Gustav Brandt (Earth-616)', 86)"
188,BRANNEX,"('Alessandro Brannex (Earth-616)', 90)"
189,"BRANNEX, ALLESSANDRO","('Alessandro Brannex (Earth-616)', 73)"
190,BRANSON,"('Brandon Sharpe (Earth-616)', 77)"
191,BRASS BISHOP/,"('Katherine Bishop (Earth-616)', 86)"
192,BRASS/SEAN WATANABE,"('Sean Watanabe (Earth-616)', 77)"
193,BRAWLER,"('Brawler (Children of Pavane) (Earth-616)', 90)"
194,"BRAWN, HUNTER","('Robert Hunter (Earth-616)', 86)"
195,"BRAWN, TRISTAN","('Tristan (Street Arabs) (Earth-616)', 86)"
196,BREAKER/RAAK,"('Bonebreaker (Earth-616)', 68)"
197,BREEGAN,"('Brendan Rathcoole (Earth-616)', 64)"
198,BRES,"('Bres (Earth-616)', 90)"
199,"BREWER, AMY","('Amy Chen (Earth-616)', 86)"
200,"BREWER, DR. MELINDA","('Melinda Leucenstern (Earth-616)', 86)"
201,"BRICKFORD, CLAY","('Jonathan Clay (Earth-616)', 86)"
202,"BRICKMAN, GLORIA","('Gloria Mu\\u00f1oz (Earth-616)', 86)"
203,"BRICKMAN, SEN. MILES","('Miles Warren (Clone) (Earth-616)', 86)"
204,"BRIDGE, GEORGE WASHI","('George Washington Bridge (Earth-616)', 86)"
205,"BRIGGS, AGENT","('Agent X (Nijo) (Earth-616)', 86)"
206,"BRIGGS, AGENT STEPHA","('Orb (Zadkiel agent) (Earth-616)', 86)"
207,BRIGHTSWORD/CARTER D,"('Carter Ghazikhanian (Earth-616)', 86)"
208,BRIGHTWIND,"('Brightwind (Earth-616)', 90)"
209,"BRINKE, NIOMI","('Niomi Brinke (Earth-616)', 86)"
210,BRIQUETTE/,"('Briquette (Earth-616)', 90)"
211,BROADSIDE,"('Broadside (Crimson Pirates) (Earth-616)', 90)"
212,"BROGIN, BULL","('Bull McGiveney (Earth-616)', 86)"
213,BROKEN MAN,"('Spider-Man (Peter Parker)', 86)"
214,BROKER,"('Roger Brokeridge (Earth-616)', 90)"
215,BROMINE,"('Bromine (Element) (Earth-616)', 90)"
216,"BROMWELL, DR.","('Nicholas Bromwell (Earth-616)', 86)"
217,BRONA,"('Brona (Earth-616)', 90)"
218,"BROOKS, ANNA","('Rogue (Anna Marie) (Earth-616)', 86)"
219,BROOP,"('Broop (Earth-616)', 90)"
220,BROTHER AXE,"('Brother Royal (Earth-616)', 86)"
221,BROTHER CAESAR,"('Caesar Cicero (Earth-616)', 86)"
222,BROTHER ROYAL,"('Brother Royal (Earth-616)', 90)"
223,BROTHER STEPHEN,"('Stephen Strange (Earth-616)', 86)"
224,BROTHER TODE,"('Brother Royal (Earth-616)', 86)"
225,BROTHER VIRGIL,"('Brother Royal (Earth-616)', 86)"
226,BROTHER VOODOO | MUT,"('Nameless One (Voodoo Lord) (Earth-616)', 86)"
227,BROTHER VOODOO/DANIE,"('Nameless One (Voodoo Lord) (Earth-616)', 86)"
228,BROTHER WONDERFUL/DR,"('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
229,BROTHERS GRIMM,"('Benjamin Grimm (Earth-616)', 86)"
230,BROTHERS GRIMM II/BA,"('Benjamin Grimm (Heroes Reborn) (Earth-616)', 86)"
231,"BROWN, ABE","('Hobie Brown (Earth-616)', 86)"
232,"BROWN, FRANK","('Frank Castle (Earth-616)', 86)"
233,"BROWN, LAURA","('Laura Kinney (Earth-616)', 86)"
234,"BROWN, MINDY MCPHERS","('Laura Brown (SHIELD) (Earth-616)', 86)"
235,BROWSER,"('Victor Borkowski (Earth-616)', 64)"
236,"BRUKNER, DR. FRANK","('Robert Frank Jr. (Earth-616)', 86)"
237,"BRUKNER, ILANEY","('Ilaney Brukner (Earth-616)', 86)"
238,BRUNNHILDE/MCM-XLI (,"('Brunnhilde (Earth-616)', 67)"
239,BRUNO,"('Bruno Horgan (Earth-616)', 90)"
240,BRUTACUS,"('Brutacus (Earth-616)', 90)"
241,BRUTE II/,"('Shingen Harada II (Earth-616)', 86)"
242,BRUTE | MUTANT X-VER,"('Headhunter (Mutant) (Earth-616)', 86)"
243,BRUTE/REED RICHARDS ,"('Nathaniel Richards (Earth-616)', 86)"
244,BRUTO THE STRONGMAN/,"('It the Living Colossus (Earth-616)', 86)"
245,BRUTUS,"('Brutus (Earth-616)', 90)"
246,BRUTUS II,"('Shingen Harada II (Earth-616)', 86)"
247,BRUTUS KLOR,"('Brutus Klor (Earth-616)', 90)"
248,"BRYCE, ARCHER","('Ulysses Archer (Earth-616)', 86)"
249,"BUCHANAN, SAM","('James Buchanan Barnes (Earth-616)', 86)"
250,"BUCHETTO, SALVATORE ","('Salvatore (Hellfire Club) (Earth-616)', 86)"
251,"BUCHOVITZ, STANLEY &","('Stanley George Johnson (Earth-616)', 86)"
252,"BUCKMAN, EDWARD","('Edward Brock (Earth-616)', 86)"
253,"BUCKNER, GRANT","('Greer Grant (Earth-616)', 86)"
