Hero,Name,Gender
ELO,"('Melody Jacobs (Earth-616)', 90)",Female
PORCUPINE/ALEX GENTR,"('Alex (Inferno Baby) (Earth-616)', 86)",Male
SENTINELS,"('Wild Sentinels (Earth-616)', 90)",nan
MANDRILL/HENSLEY FAR,"('Daniel Kingsley (Earth-616)', 57)",Male
MR. IMMORTAL,"('Mr. Raven (Earth-616)', 86)",Male
MROTH,"('Moth (Earth-616)', 76)",Female
BRANNEX,"('Alessandro Brannex (Earth-616)', 90)",Male
PROFESSOR X DOPPELGA,"('Director X (Department H) (Earth-616)', 86)",Male
NIGHTSIDE,"('Nightside (Earth-616)', 90)",Female
"BEERE, JASON","('Jason Wyngarde (Earth-616)', 86)",Male
TARAKIS,"('Tarakis (Earth-616)', 90)",Male
DOCTOR MANDIBUS,"('Doctor Watson (Earth-616)', 86)",Male
AZURE,"('Azure (Earth-616)', 90)",Male
JAGRFELM [ASGARDIAN],"('Lorelei (Asgardian) (Earth-616)', 86)",Female
"VON STRUCKER, WERNER","('Wolfgang von Strucker (Earth-616)', 86)",Male
MALEKITH/MALCOLM KEI,"('Malcolm Little (Skrull) (Earth-616)', 86)",Male
FIREBRAND II/BROXTEL,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"PARETSKY, DR. GARY","('Gary Paretsky (Earth-616)', 86)",Male
ATLAS,"('Atlas (Titan) (Earth-616)', 90)",Male
"CORBEAU, DR. PETER","('Peter Parker (Ben Reilly) (Earth-616)', 86)",Male
RAVENWOOD,"('Dawn Greenwood (Earth-616)', 70)",Female
HYPERION II,"('Hyperion (Squadron Sinister) (Earth-616)', 86)",Male
"GELLER, URI","('Uri Geller (Earth-616)', 86)",Male
STALKER,"('Dreamstalker (Earth-616)', 90)",nan
LAMENT/,"('Lament (Earth-616)', 90)",Female
"MILLER, CHRIS","('Layla Miller (Earth-616)', 86)",Female
"RAVEN, LT. JACOB","('Raven Darkholme (Earth-616)', 86)",Female
ARKO,"('Cain Marko (Earth-616)', 90)",Male
BLOODLUST,"('Ulysses Bloodstone (Earth-616)', 70)",Male
TURBO II (B)/MIKE JE,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)",Male
GLUB,"('Glub (Earth-616)', 90)",Male
TALO,"('Shir Ydrn Talonis (Earth-616)', 90)",Male
"FALK, DR. JENNIE","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
"GREICO, LINDA","('Linda Carter (Earth-616)', 86)",Female
"MEACHUM, HAROLD","('Harold Osborn (Earth-616)', 86)",Male
NEBULON,"('Nebulon (Earth-616)', 90)",Male
NAUDA,"('Nauda (Earth-616)', 90)",Male
YRDISIS,"('Yrdisis (Earth-616)', 90)",Female
"LANGSTROM, LIEUTENAN","('Etta Langstrom (Earth-616)', 62)",Female
DEATHCRY [SHI'AR],"(""Juber (Shi'ar) (Earth-616)"", 86)",Male
TOOTHGNASHER,"('Toothgnasher (Earth-616)', 90)",Male
BAAL,"('Baal (Gabriel) (Earth-616)', 90)",Male
"CISCERNOS, SELENA","('Francisco Fuentes (Earth-616)', 58)",Male
DWELLER IN DARKNESS,"('Dweller-in-Darkness (Earth-616)', 90)",Male
RED SHIFT,"('Red Shift (Earth-616)', 90)",Male
"JONES, CHARLOTTE","('Richard Jones (Earth-616)', 86)",Male
ALISTRO,"('Alistro (Earth-616)', 90)",Male
"JARDINE, AMANDA","('Amanda Batavides (Earth-616)', 86)",Female
"RIDER, CHARLES","('Charles Xavier (Earth-616)', 86)",Male
"MANNING, JANICE","('Janice Yanizeski (Earth-616)', 86)",Female
MAULER/BRENDAN DOYLE,"('Brendon Doyle (Earth-616)', 66)",Male
SAINT ANNA,"('Saint Anna (Anna) (Earth-616)', 90)",Female
CYPRESS/,"('Cypress (Roxxon Agent) (Earth-616)', 90)",Male
TYGERSTRYKE/,"('Tigerstryke (Mitchell) (Earth-616)', 82)",Male
FAROUK,"('Amahl Farouk (Earth-616)', 90)",Male
VALTORR,"('Valtorr (Earth-616)', 90)",nan
DIABLO/ESTEBAN DE AB,"('Valentina Allegra de Fontaine (Earth-616)', 86)",Female
KREDDICK,"('Kreddik (Earth-616)', 80)",Male
SILVER SURFER/NORRIN,"('Norrin Radd (Heroes Reborn) (Earth-616)', 86)",Male
BISON/BILLY KITSON,"('Billy Kitson (Earth-616)', 76)",Male
MERCY,"('Mercy LeBeau (Earth-616)', 90)",Female
TEMPLAR/IAN FITZWILL,"('Lord Templar (Tremont) (Earth-616)', 86)",Male
FOXFIRE/OLIVIA UNDER,"('Thing Under the Sand (Earth-616)', 86)",nan
SSSITH,"('Sssesthugar (Earth-616)', 75)",Male
PIROUETTE/JOBETH,"('Jobeth Tucker (Earth-616)', 86)",Female
"TERREL, DEBORAH","('Deborah Harris (Earth-616)', 86)",Female
"MELLACE, LUCY SANTIN","('Nanotron', 51)",Female
GUNTHAR II,"('Shingen Harada II (Earth-616)', 86)",Male
"RUNCITER, GAIL","('Gail Runciter (Earth-616)', 86)",Female
RINGER/ANTHONY TONY ,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
ZZZAX,"('Zzzax (Earth-616)', 90)",nan
"POWELL, JASON","('Christopher Powell (Earth-616)', 86)",Male
EL CONQUISTADOR,"('Abd-el-Hazred (Earth-616)', 86)",Male
"SMITH, JOE","('Tabitha Smith (Earth-616)', 86)",Female
"WATKINS, STEVIE","('John Watkins III (Earth-616)', 86)",Male
NOVA II | MUTANT X-V,"('Cassandra Nova Xavier (Earth-616)', 86)",Female
MEGGAN,"('Meggan Puceanu (Earth-616)', 90)",Female
SAMHAIN,"('Samhain (Earth-616)', 90)",Male
"PATTERSON, JACK","('Jack Russell (Earth-616)', 86)",Male
SLEEPER,"('Tommy (Sleeper) (Earth-616)', 90)",Male
BARON BLOOD II/VICTO,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
VIPER/JORDON DIXON,"('Jordan Dixon (Earth-616)', 54)",Male
FANDRAL | MUTANT X-V,"('Headhunter (Mutant) (Earth-616)', 86)",Female
FLAMBE/,"('Flame (Chaste) (Earth-616)', 78)",nan
"HIBBERT, HOPE","('Hope Summers (Earth-616)', 86)",Female
SCORPIA,"('Scorpio (Brotherhood of the Ankh) (Earth-616)', 77)",Male
KILLOBYTE,"('Killobyte (Lester) (Earth-616)', 90)",Male
TESS-ONE,"('TESS-One (Earth-616)', 90)",nan
CAPTAIN AMERICA V/RO,"('Captain America (Steven Rogers)', 86)",Male
SOLO/,"('Solomon Kane (Earth-616)', 90)",Male
BLACK AVENGER/JERRY ,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
KING GEORGE VI,"('George Tarleton (Earth-616)', 86)",Male
MOTHER-OF-PAIN,"('Mother-of-Pain', 100)",nan
VACUUM,"('Vacuum (Earth-616)', 90)",Male
GRIEFSAVOR,"('Griefsavor', 100)",nan
"MAJCOMB, RENEE","('Renee Deladier (Earth-616)', 86)",Female
"FORRESTER, DR. CEDRI","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
PECOS BILL,"('Beta Ray Bill (Earth-616)', 86)",Male
RAZA LONGKNIFE,"('Raza Longknife (Earth-616)', 90)",Male
VANIUM,"('Vanium (Earth-616)', 90)",Male
POLARIS/LORNA DANE,"('Lorna Kleinfeldt (Earth-616)', 86)",Female
NAGA,"('Arthur Nagan (Earth-616)', 90)",Male
"MOBIUS, DR.","('Dr. Yao (Earth-616)', 86)",Male
GIGANTO,"('Giganto (Atlantean beast) (Earth-616)', 90)",Male
APE MAN/GORDON MONK ,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
"MARTINEZ, AKASHA","('Linette Martinez (Earth-616)', 86)",Female
IMPULSE II/DWIGHT HU,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"WINGFOOT, WYATT II","('Wyatt Wingfoot (Earth-616)', 86)",Male
NAILS II/JOANIE EATO,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"STUART, DR. ALISTAIR","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
"BLACKWOOD, JENNY","('Arthur Blackwood (Earth-616)', 86)",Male
"BRANDEIS, CAMMY","('Omar and his Dummy (Earth-616)', 60)",nan
FAMINE | MUTANT X-VE,"('Headhunter (Mutant) (Earth-616)', 86)",Female
CADAVER,"('King Cadaver (Earth-616)', 90)",Male
"KINCAID, MOSES","('Cessily Kincaid (Earth-616)', 86)",Female
THUNDERBOLT II/LUIS,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"YIN, ANGELA","('Angela del Toro (Earth-616)', 86)",Female
RADIOACTIVE MAN II/D,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
"WADE, AGENT JOE","('Agent X (Nijo) (Earth-616)', 86)",Male
BLUE SHIELD/JOSEPH J,"('Hammerhead (Joseph) (Earth-616)', 86)",Male
BUG,"('Bug (Earth-616)', 90)",Male
ULTRON,"('Ultron (Earth-616)', 90)",Male
SHAKATI,"('Shakati (Earth-616)', 90)",Male
KARMA 2013,"('Karima Shapandar (Earth-616)', 54)",Female
"SENREICH, GUNTHER","('Gunther Strauss (Earth-616)', 86)",Male
HOUSE OF SHADOWS,"('House of Shadows (Earth-616)', 90)",nan
"KNUTZ, CINDY","('Cindy Adams (Earth-616)', 86)",Female
KATSU'TA'RO,"('Talla Ron (Earth-616)', 62)",Female
SOLAR WIND,"('Solar Wind (Earth-616)', 90)",Female
PIPELINE/CORMICK GRI,"('Elaine Kendrick (Earth-616)', 52)",Female
"KING, HANNIBAL/HENRY","('Henry McCoy (Skrull) (Earth-616)', 86)",Male
CYBERSLIK,"('Mister Slick (Earth-616)', 60)",Male
"ROGERS, W.T.","('Captain America (Steven Rogers)', 86)",Male
LLYRON,"('Llyron McKenzie (Earth-616)', 90)",Male
TREMELO/,"('Tremolo (Earth-616)', 77)",Female
DARKOTH/MAJOR DESMON,"('Thunder (Major Mapleleaf) (Earth-616)', 86)",Male
NEMESIS,"('Nemesio Pietri (Earth-616)', 77)",Male
THUMBELLINA,"('Melinda Brewer (Earth-616)', 65)",Female
MIMIC/CALVIN RANKIN,"('Calvin Rankin (Earth-616)', 77)",Male
AMERICOP/,"('Captain America (Steven Rogers)', 68)",Male
STARHAWK II/ALETA OG,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
JURIAS,"('Jura (Earth-616)', 68)",Male
LEGION II/DAVID HALL,"('Red Raven (Liberty Legion) (Earth-616)', 86)",Male
ICEMASTER/,"('Eric Masterson (Earth-616)', 80)",Male
LOGA,"('Dog Logan (Earth-616)', 90)",Male
"WHYTE, HARMONY (HARM","('Stuart Anthony Whyte (Earth-616)', 86)",Male
AQUARIUS III/,"('Warren Worthington III (Earth-616)', 86)",Male
SISTER AGONY,"('Agony (Symbiote) (Earth-616)', 86)",Agender
"FAVERSHAM, DAPHNE","('Daphne von Wilkinson (Earth-616)', 86)",Female
"MONTGOMERY, SIR BERN","('Sir Percy of Scandia (Earth-616)', 86)",Male
JAM/JASMINE ARCHER,"('Jefferson Archer (Earth-616)', 86)",Male
MINOTAUR,"('Minotaur (Mole Man) (Earth-616)', 90)",Male
BORA,"('Deborah Harris (Earth-616)', 90)",Female
A'YIN,"('Angela Yin (Earth-616)', 90)",Female
"KINCAID, DR. JANE FO","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
FUSION/MARKLEY,"('Wayne Markley (Earth-616)', 86)",Male
ECHO/MAYA LOPEZ,"('Humberto Lopez (Earth-616)', 86)",Male
MOOT,"('Gregory Smoot (Earth-616)', 90)",Male
"STEELE, BOBBY","('Robert Steele (Earth-616)', 86)",Male
WYNTER,"('Wynter (Earth-616)', 90)",Male
STRONG GUY/GUIDO CAR,"('Ogun Strong (Earth-616)', 56)",Male
"SMERDILOVISC, VICTOR","('Victor Frankenstein (Earth-616)', 86)",Male
OTHER II,"('Shingen Harada II (Earth-616)', 86)",Male
OJANI,"('Janice Yanizeski (Earth-616)', 72)",Female
BYRRAH | HEROES REBO,"('Nicholas Fury (LMD, Heroes Reborn) (Earth-616)', 86)",Male
CAPTAIN UNIVERSE/STE,"('Captain America (Steven Rogers)', 86)",Male
THANE ECTOR,"('Thane Ector (Earth-616)', 90)",Male
MOON WOLF/,"('Moon Wolf (Earth-616)', 90)",Male
JORNICK,"('Nick Gaynor (Earth-616)', 74)",Male
SCORPIO/JAKE FURY,"('Nicholas Fury, Jr. (Earth-616)', 86)",Male
DOMINUS II,"('Shingen Harada II (Earth-616)', 86)",Male
SLAMBEAUX,"('Slambeaux (Android) (Earth-616)', 90)",nan
HECTOR,"('Hector Ayala (Earth-616)', 90)",Male
URSA MAJOR/MIKHAIL U,"('Thunder (Major Mapleleaf) (Earth-616)', 86)",Male
"STARK, HOWARD | TIME","('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
KING BEDLAM/CHRISTOP,"('Agnar, King of the Eagles (Earth-616)', 86)",Male
"DEKKER, GENERAL LYLE","('Lieutenant General Fredricks (Earth-616)', 86)",Male
"QUINN, MR.","('Peter Quinn (Earth-616)', 86)",Male
DR. SPECTRUM/JOSEPH ,"('Hammerhead (Joseph) (Earth-616)', 86)",Male
"MACRAE, TRUTH","('Fred MacRae (Earth-616)', 86)",Male
VENDETTA | MUTANT X-,"('Headhunter (Mutant) (Earth-616)', 86)",Female
ONSLAUGHT,"('Onslaught (Psychic Entity) (Earth-616)', 90)",Male
AFTERLIFE,"('Afterlife (Earth-616)', 90)",Male
OCCULUS,"('Occulus (Earth-616)', 90)",Male
LEATHER/,"('Heather Douglas (Earth-616)', 77)",Female
"COCKRUM, DAVE","('Dave Carson (Earth-616)', 86)",Male
SABRE,"('Sabretooth (Victor Creed)', 90)",Male
LIGHTNING FIST,"('Lightning Fist (Earth-616)', 90)",Male
USAGENT DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
"SMYTHE, ALISTAIR ALP","('Nigel Orpington-Smythe (Earth-616)', 86)",Male
SHRINE,"('Katherine Pryde (Earth-616)', 75)",Female
SILVERMANE/SILVIO MA,"('Silvio Manfredi (Earth-616)', 55)",Male
"LEBEAU, JACQUE","('Remy LeBeau (Earth-616)', 86)",Male
"MEAGHER, TYLER","('Tyler Meagher (Earth-616)', 86)",Female
JOYSTICK/JANICE,"('Janice Yanizeski (Earth-616)', 86)",Female
"DEWOLFF, MEREDITH","('Meredith McCall (Earth-616)', 86)",Female
SPAT,"('Spat (Earth-616)', 90)",Female
"LESTRADE, DR.","('Dr. Yao (Earth-616)', 86)",Male
"DOOM, DR. BOB","('Victor von Doom (Earth-616)', 86)",Male
DADDY WRONGLEGS,"('Brad Wrangle (Earth-616)', 54)",Male
GYPSY MOTH,"('Moth (Earth-616)', 86)",Female
"WILFORD, BONNIE","('Elisabeth Wilford (Earth-616)', 86)",Female
INAZUMA,"('Marrina Smallwood (Earth-616)', 64)",Female
"JONES, JOHN","('John Jonah Jameson (Earth-616)', 86)",Male
"RAINTREE, VIVIAN","('Vivian Raintree (Earth-616)', 86)",Female
EARTHQUAKE,"('Earthquake (Earth-616)', 90)",Male
APE MAN II/ROY MCVEY,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
OZYMANDIAS,"('Ozymandias (Earth-616)', 90)",Male
VINDICATOR II DOPPEL,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"TULLY, DEREK","('Derek Khanata (Earth-616)', 86)",Male
"HAVERSHAW, JASON","('Jason Wyngarde (Earth-616)', 86)",Male
"COOPER, ROGER CAPS","('Roger Brokeridge (Earth-616)', 86)",Male
CAPTAIN BRITAIN 2013,"('Captain America (Steven Rogers)', 86)",Male
"THOMAS, ROY","('Thomas Raymond (Earth-616)', 86)",Male
GRANDE DAME,"('Hunchback of Notre Dame (Earth-616)', 86)",Male
"PUENTES, DONNA MARIA","('Maria de Guadalupe Santiago (Earth-616)', 86)",Female
THOR II/ROGER RED NO,"('Red Raven (Liberty Legion) (Earth-616)', 86)",Male
"HITLER, ADOLF","('Adolf Hitler (Earth-616)', 86)",Male
TOPAZ,"('Topaz (Earth-616)', 90)",Female
SVYATOGOR/SASHA POKR,"('Sasha Yamir (Earth-616)', 51)",Female
CLUSTER,"('Charlie Cluster-7 (Earth-616)', 90)",Male
LUDI,"('Ludi (Earth-616)', 90)",Male
MOSH/GLENN,"('Glenn Talbot (Earth-616)', 86)",Male
"DAHN, FARNOQ","('Farnoq Dahn (Earth-616)', 86)",Male
"JACKSON, CURTISS","('Jackson Brice (Earth-616)', 86)",Male
SHAMAN III,"('Warren Worthington III (Earth-616)', 86)",Male
"VERPOORTEN, JOHN","('John Jonah Jameson (Earth-616)', 86)",Male
GUARDIAN IV,"('Jester IV (Earth-616)', 86)",Male
"SHAPANDER, KARIMA","('Karima Shapandar (Earth-616)', 86)",Female
SARDAN,"('Sardanus (Earth-616)', 90)",Male
SNAKEBITE/,"('Snake Dance (Earth-616)', 61)",Male
KRUELLA,"('Victor Krueller (Earth-616)', 77)",Male
"KLEB, ROSA","('Apache Kid (Rosa) (Earth-616)', 86)",Female
"WINGFOOT, WYNONA","('Wyatt Wingfoot (Earth-616)', 86)",Male
SIKORSKY,"('Sikorsky (Earth-616)', 90)",Male
PRINCESS FEN [ATLANT,"('Adriana Soria (Princess) (Earth-616)', 86)",Female
KING (OF THE SEWER P,"('Sir Percy of Scandia (Earth-616)', 86)",Male
GAFF/SIDNEY E. LEVIN,"('Yeti (Weapon P.R.I.M.E.) (Earth-616)', 86)",Male
ABSORBING MAN/CARL C,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
DEADEYE/,"('Madelyne Pryor (Earth-616)', 64)",Female
PROMETHEUS [OLYMPIAN,"('Prometheus (Pantheon) (Earth-616)', 86)",Male
GUNSHIP/CARY ROUNTRE,"(""Fang (Shi'ar Prisoner) (Earth-616)"", 54)",Female
CRIMSON DYNAMO II/BO,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)",Male
"SNIDER, DET. LOU","('Lou-Ann Savannah (Earth-616)', 86)",Female
"MORGAN, DR. VIVIAN","('Lightning (Tex Morgan) (Earth-616)', 86)",Male
"AKUTAGAWA, OSAMU","('Osamu Moroboshi (Earth-616)', 86)",Male
PHARAOH KHAFRE,"('Khafre (Earth-616)', 64)",Male
RADIUM,"('Radium (Human) (Earth-616)', 90)",nan
KRUEGER,"('Gustav Krueger (Earth-616)', 90)",Male
"DUNER, MAJOR","('Major Thorn (Earth-616)', 86)",Male
"WORTHINGTON, KATHRYN","('Warren Worthington III (Earth-616)', 86)",Male
HIGH EVOLUTIONARY/HE,"('Evolutionary (Earth-616)', 71)",Male
"ROSEN, WALTER","('Walter Langkowski (Earth-616)', 86)",Male
CRUX/CRISTAL LEMIUEX,"('Mime', 68)",Male
MEATMARKET,"('Meat Market (Earth-616)', 81)",Male
TASKMASTER,"('Captain America (Taskmaster Robot) (Earth-616)', 90)",Male
CANNONBALL/JACK PULV,"('Peter Parker (Jack) (Earth-616)', 86)",Male
RAPTOR/PAUL HAZLETT,"('Jean-Paul Beaubier (Earth-616)', 86)",Male
"JACKSON, STEVE","('Jackson Brice (Earth-616)', 86)",Male
MOLTEN MAN/MARK RAXT,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
TITANIUM MAN III/BOR,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
HYDROMAN/MORRIE BENC,"('Hydro-Man (Hobgoblin) (Earth-616)', 56)",Male
RY'LOR,"(""Ry'lor (Earth-616)"", 90)",Male
STARDUST/T'URIN G'AR,"('T (Earth-616)', 86)",Female
PUCK DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
FRIGGA,"('Frigga (Earth-616)', 90)",Female
POLARIS DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
"BRICKMAN, SEN. MILES","('Miles Warren (Clone) (Earth-616)', 86)",Male
REDWING,"('Redwing (Earth-616)', 90)",Male
CURSED LOTUS,"('Lotus Shinchuko (Earth-616)', 86)",Female
ELEJEA,"('Elejea (Earth-616)', 90)",Female
BLACKHEART,"('Blackheart (Earth-616)', 90)",Male
POWERHOUSE IV/,"('Jester IV (Earth-616)', 86)",Male
PRINCESS NEPTHYS/SAN,"('Joey (San Francisco) (Earth-616)', 86)",Male
DARCO,"('Darco (Earth-616)', 90)",Male
ANIMUS,"('Animus (Hate-Monger) (Earth-616)', 90)",Male
"FLEET, JONAS","('Vision (Jonas) (Earth-616)', 86)",Male
"MONTOYA, MARIA","('Maria Hill (Earth-616)', 86)",Female
IZANAMI II,"('Shingen Harada II (Earth-616)', 86)",Male
"MADDICKS, NADINE","('Arthur Maddicks (Earth-616)', 86)",Male
SKETCH/,"('Sketch (Earth-616)', 90)",Female
BASALTAR,"('Basaltar (Earth-616)', 90)",Male
"WILFORD, ETHAN","('Ethan Edwards (Earth-616)', 86)",Male
"CICERO, CAESAR BIG C","('Time-Buoy Number 6-C (Earth-616)', 86)",nan
CADUCEUS,"('Red Hulk (Thaddeus Ross)', 57)",Male
TRADER,"('Trader (Morlock) (Earth-616)', 90)",Male
STEEL WIND,"('Steel (Earth-616)', 86)",Male
TEN FOR,"('Ten-For (Earth-616)', 90)",Male
SLASHER,"('Slasher (Earth-616)', 90)",Male
"STERLING, SID","('Phillip Sterling (Earth-616)', 86)",Male
"HAMILTON, PAUL","('Jean-Paul Beaubier (Earth-616)', 86)",Male
"MOWAT, FARLEY","('Farley Stillwell (Earth-616)', 86)",Male
ALBERIK,"('Alberik (Earth-616)', 90)",Male
"WILMOTT, DR. KEITH","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
FAZE,"('Faze (Cobalt) (Earth-616)', 90)",Male
NIGHT THRASHER/DUANE,"('Night Raven (Vigilante) (Earth-616)', 86)",Male
EXILE,"('Exile (Alien) (Earth-616)', 90)",Male
PARSON/,"('Rudolf Parsons (Earth-616)', 90)",Male
JUDE,"('Judex (Earth-616)', 90)",Male
STALKING FOX,"('Black Fox (Thief) (Earth-616)', 86)",Male
"CERA, KAY","('Behemoth (Kay-Twelve) (Earth-616)', 86)",Male
MASTERBLASTER/,"('Masterblaster (Earth-616)', 90)",Male
"BAZIN, BRODERICK RIC","('Broderick Bazin (Earth-616)', 84)",nan
MIRAGE,"('Mirage (Telepath) (Earth-616)', 90)",Female
"RITTER, DEBORAH ","('Deborah Harris (Earth-616)', 86)",Female
DOGGEREL,"('Doggerel (Earth-616)', 90)",Male
PRODIGY/,"('Prodigy (Polish) (Earth-616)', 90)",Male
FLY,"('Fireflyte (Earth-616)', 90)",Female
MULTIPLE MAN/JAMES A,"('Wolverine (James \\""Logan\\"" Howlett)', 86)",Male
"REYNOLDS, DR.","('Robert Reynolds (Earth-616)', 86)",Male
QUESTA,"('Questa (Earth-616)', 90)",Female
RIP,"('Ripan (Earth-616)', 90)",Male
"WILLIAMS, MINDY","('Simon Williams (Earth-616)', 86)",Male
MR. FANTASTIC/REED R,"('Reed Richards (Counter-Earth) (Earth-616)', 86)",Male
CRIX,"('Monet St. Croix (Earth-616)', 68)",Female
SPIDER-WOMAN II/JULI,"('Peter Parker (Spider-Skeleton) (Earth-616)', 86)",Male
"ROBINSON, LUCY","('Luther Robinson (Earth-616)', 86)",Male
KRAGAR,"('Blackagar Boltagon (Earth-616)', 75)",Male
SPIDERCIDE,"('Peter Parker (Spidercide) (Earth-616)', 90)",Male
NIGHT PHANTOM II,"('Night Raven (Vigilante) (Earth-616)', 86)",Male
VICTORIUS/PROF. VICT,"('Victor Palermo (Earth-616)', 58)",Male
HAFNIUM,"('Hafnium (Element) (Earth-616)', 90)",nan
"LAO-TSE, GEN.","('Shou-Lao (Earth-616)', 86)",Male
WOLF SPIRIT/OWAYODAT,"('Wolf (Thunderiders) (Earth-616)', 86)",Male
HOBGOBLIN II/RODERIC,"('Hobgoblin (Imperial Guard) (Earth-616)', 86)",Male
KHADIJAH,"('Khadar (Earth-616)', 61)",Male
"WERNER, P.D.Q.","('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
BASILISK III/,"('Warren Worthington III (Earth-616)', 86)",Male
PAVANE II,"('Shingen Harada II (Earth-616)', 86)",Male
"GAUNT, OFFICER KIM","('Frank (Police Officer) (Earth-616)', 86)",Male
TUMBLER/JOHN ROBERT ,"('John Jonah Jameson (Earth-616)', 86)",Male
TORGO,"('Torgo (Mekkan) (Earth-616)', 90)",Male
SUNFIRE/SHIRO YOSHID,"('Sunfire (North Korean Mutate) (Earth-616)', 86)",Male
DR. OCTOPUS/OTTO OCT,"('Otto von Schmittsder (Earth-616)', 86)",Male
BLACKWULF,"('Blackwulf (Lucian) (Earth-616)', 90)",Male
"SIMON, FELIX","('Simon Williams (Earth-616)', 86)",Male
"SAXON, STARR","('Samuel Saxon (Earth-616)', 86)",Male
"POLOMBO, CATHY","('Cathy Webster (Earth-616)', 86)",Female
FIREBIRD/BONITA JUAR,"('Bonita Juarez (Earth-616)', 57)",Female
"MACENDALE, JASON JR.","('Jason Macendale Jr. (Earth-616)', 86)",Male
SCALEFACE/,"('Scaleface (Earth-616)', 90)",Female
"BENEDICT, ANDREW","('Andrew Forson (Earth-616)', 86)",Male
ELECTRON,"('Electron (Imperial Guard) (Earth-616)', 90)",Male
CANNONBALL II/SAM GU,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"BLAKE, EMILY","('Donald Blake (Earth-616)', 86)",Male
"MASTIFF, MINNIE","('Minnie Floyd (Earth-616)', 86)",Female
RED GHOST/IVAN KRAGO,"('Red Raven (Liberty Legion) (Earth-616)', 86)",Male
"ZAFAR, OFFICER JIMMY","('Frank (Police Officer) (Earth-616)', 86)",Male
"COOPER, WHITNEY III","('Warren Worthington III (Earth-616)', 86)",Male
"BRICKFORD, CLAY","('Jonathan Clay (Earth-616)', 86)",Male
ELEKTRA | MUTANT X-V,"('Headhunter (Mutant) (Earth-616)', 86)",Female
"ARGOSY, HERVE","('Rachel Argosy (Earth-616)', 86)",Female
"RASPUTINA, ILLYANA I","('Illyana Rasputina (Earth-616)', 89)",Female
"ANON, LORD","('Lord Chaos (Earth-616)', 86)",nan
NAHREES [INHUMAN],"('Seeker (Inhuman) (Earth-616)', 86)",Male
KIRKEGAARD,"('Neutrino Annihilator (Kirk) (Earth-616)', 63)",Male
SPEEDBALL II/DARRION,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
VISION DOPPELGANGER ,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
SPIRAL II/ESTELLE GE,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"CAGE, LUKE/CARL LUCA","(""Death's Head (Carl) (Earth-616)"", 86)",Male
GOSAMYR,"('Gosamyr (Earth-616)', 90)",Female
MARAUDER II,"('Shingen Harada II (Earth-616)', 86)",Male
SAMA-D,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
MOON KNIGHT/MARC SPE,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
MINOR DOMO,"('Domo (Earth-616)', 86)",Male
"HARDERMAN, QUENTIN","('Wolf (Quentin Carnival) (Earth-616)', 86)",Male
KATANA/,"('Katana (Earth-616)', 90)",Female
PARALYZER,"('Laralei', 62)",Female
UNIT,"('Unit (Earth-616)', 90)",Male
"HARRIS, BERNARD","('Deborah Harris (Earth-616)', 86)",Female
"HANRAHAN, GORDON","('Gordon Fraley (Earth-616)', 86)",Male
TITANIUM MAN/BORIS B,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
PIXIE II/,"('Shingen Harada II (Earth-616)', 86)",Male
"TREVOR, STEVE","('Steve Jackson (Earth-616)', 86)",Male
ATLAS III,"('Warren Worthington III (Earth-616)', 86)",Male
